Estacion,Mes inicio,Mes final,Hora inicio,Hora final,Min1,Max1,Min2,Max2,Min3,Max3,Min4,Max4
1,1,12,0,4,0.3,5.3,5.30000001,99,0.3,0.3,0,0.29999999
1,1,12,4,7,0.43,5.3,5.30000001,99,0.3,0.42999999,0,0.29999999
1,1,12,7,8,2.18,5.3,5.30000001,99,0.3,2.17999999,0,0.29999999
1,1,12,8,9,2,5.3,5.30000001,99,0.3,1.99999999,0,0.29999999
1,1,12,9,11,0.4,5.3,5.30000001,99,0.3,0.39999999,0,0.29999999
1,1,12,11,12,0.3,5.3,5.30000001,99,0.3,0.3,0,0.29999999
1,1,12,12,24,0.3,5.3,5.30000001,99,0.3,0.3,0,0.29999999
2,1,12,0,4,0.23,5.23,5.23000001,99,0.23,0.23,0,0.22999999
2,1,12,4,7,0.27,5.23,5.23000001,99,0.23,0.26999999,0,0.22999999
2,1,12,7,8,1.2,5.23,5.23000001,99,0.23,1.19999999,0,0.22999999
2,1,12,8,9,1.26,5.23,5.23000001,99,0.23,1.25999999,0,0.22999999
2,1,12,9,12,0.44,5.23,5.23000001,99,0.23,0.43999999,0,0.22999999
2,1,12,12,16,0.23,5.23,5.23000001,99,0.23,0.23,0,0.22999999
2,1,12,16,24,0.23,5.23,5.23000001,99,0.23,0.23,0,0.22999999
3,1,12,0,4,0.3,5.3,5.30000001,99,0.3,0.3,0,0.29999999
3,1,12,4,7,0.33,5.3,5.30000001,99,0.3,0.32999999,0,0.29999999
3,1,12,7,8,1.26,5.3,5.30000001,99,0.3,1.25999999,0,0.29999999
3,1,12,8,9,1.28,5.3,5.30000001,99,0.3,1.27999999,0,0.29999999
3,1,12,9,12,0.4,5.3,5.30000001,99,0.3,0.39999999,0,0.29999999
3,1,12,12,14,0.3,5.3,5.30000001,99,0.3,0.3,0,0.29999999
3,1,12,14,24,0.3,5.3,5.30000001,99,0.3,0.3,0,0.29999999
4,1,12,0,4,0.315,5.315,5.31500001,99,0.315,0.315,0,0.31499999
4,1,12,4,7,0.51,5.315,5.31500001,99,0.315,0.50999999,0,0.31499999
4,1,12,7,8,1.85,5.315,5.31500001,99,0.315,1.84999999,0,0.31499999
4,1,12,8,9,1.91,5.315,5.31500001,99,0.315,1.90999999,0,0.31499999
4,1,12,9,12,0.52,5.315,5.31500001,99,0.315,0.51999999,0,0.31499999
4,1,12,12,14,0.38,5.315,5.31500001,99,0.315,0.37999999,0,0.31499999
4,1,12,14,24,0.315,5.315,5.31500001,99,0.315,0.315,0,0.31499999
5,1,12,0,6,0.4,5.4,5.40000001,99,0.4,0.4,0,0.39999999
5,1,12,6,8,0.45,5.4,5.40000001,99,0.4,0.44999999,0,0.39999999
5,1,12,8,9,0.98,5.4,5.40000001,99,0.4,0.97999999,0,0.39999999
5,1,12,9,12,0.82,5.4,5.40000001,99,0.4,0.81999999,0,0.39999999
5,1,12,12,14,0.5,5.4,5.40000001,99,0.4,0.49999999,0,0.39999999
5,1,12,14,17,0.4,5.4,5.40000001,99,0.4,0.4,0,0.39999999
5,1,12,17,24,0.4,5.4,5.40000001,99,0.4,0.4,0,0.39999999
6,1,12,0,6,0.34,5.34,5.34000001,99,0.34,0.34,0,0.33999999
6,1,12,6,8,0.35,5.34,5.34000001,99,0.34,0.34999999,0,0.33999999
6,1,12,8,9,0.48,5.34,5.34000001,99,0.34,0.47999999,0,0.33999999
6,1,12,9,11,0.34,5.34,5.34000001,99,0.34,0.34,0,0.33999999
6,1,12,11,24,0.34,5.34,5.34000001,99,0.34,0.34,0,0.33999999
7,1,12,0,5,0.26,5.22,5.22000001,99,0.22,0.25999999,0,0.21999999
7,1,12,5,7,0.33,5.22,5.22000001,99,0.22,0.32999999,0,0.21999999
7,1,12,7,8,0.45,5.22,5.22000001,99,0.22,0.44999999,0,0.21999999
7,1,12,8,9,0.47,5.22,5.22000001,99,0.22,0.46999999,0,0.21999999
7,1,12,9,12,0.27,5.22,5.22000001,99,0.22,0.26999999,0,0.21999999
7,1,12,12,24,0.24,5.22,5.22000001,99,0.22,0.23999999,0,0.21999999
8,1,12,0,5,0.395,5.395,5.39500001,99,0.395,0.395,0,0.39499999
8,1,12,5,7,0.42,5.395,5.39500001,99,0.395,0.41999999,0,0.39499999
8,1,12,7,8,0.84,5.395,5.39500001,99,0.395,0.83999999,0,0.39499999
8,1,12,8,9,0.91,5.395,5.39500001,99,0.395,0.90999999,0,0.39499999
8,1,12,9,12,0.43,5.395,5.39500001,99,0.395,0.42999999,0,0.39499999
8,1,12,12,24,0.395,5.395,5.39500001,99,0.395,0.395,0,0.39499999
9,1,12,0,6,0.42,5.368,5.36800001,99,0.368,0.41999999,0,0.36799999
9,1,12,6,7,0.5,5.368,5.36800001,99,0.368,0.49999999,0,0.36799999
9,1,12,7,8,0.71,5.368,5.36800001,99,0.368,0.70999999,0,0.36799999
9,1,12,8,9,0.92,5.368,5.36800001,99,0.368,0.91999999,0,0.36799999
9,1,12,9,11,0.44,5.368,5.36800001,99,0.368,0.43999999,0,0.36799999
9,1,12,11,24,0.39,5.368,5.36800001,99,0.368,0.38999999,0,0.36799999
10,1,12,0,3,0.185,5.185,5.18500001,99,0.185,0.185,0,0.18499999
10,1,12,3,5,0.21,5.185,5.18500001,99,0.185,0.20999999,0,0.18499999
10,1,12,5,7,0.31,5.185,5.18500001,99,0.185,0.30999999,0,0.18499999
10,1,12,7,9,0.48,5.185,5.18500001,99,0.185,0.47999999,0,0.18499999
10,1,12,9,16,0.19,5.185,5.18500001,99,0.185,0.18999999,0,0.18499999
10,1,12,16,24,0.185,5.185,5.18500001,99,0.185,0.185,0,0.18499999
11,1,12,0,4,0.32,5.3,5.30000001,99,0.3,0.31999999,0,0.29999999
11,1,12,4,7,0.39,5.3,5.30000001,99,0.3,0.38999999,0,0.29999999
11,1,12,7,9,0.65,5.3,5.30000001,99,0.3,0.64999999,0,0.29999999
11,1,12,9,12,0.34,5.3,5.30000001,99,0.3,0.33999999,0,0.29999999
11,1,12,12,24,0.31,5.3,5.30000001,99,0.3,0.30999999,0,0.29999999
12,1,12,0,4,0.28,5.28,5.28000001,99,0.28,0.28,0,0.27999999
12,1,12,4,5,0.29,5.28,5.28000001,99,0.28,0.28999999,0,0.27999999
12,1,12,5,6,0.45,5.28,5.28000001,99,0.28,0.44999999,0,0.27999999
12,1,12,6,8,0.64,5.28,5.28000001,99,0.28,0.63999999,0,0.27999999
12,1,12,8,10,0.69,5.28,5.28000001,99,0.28,0.68999999,0,0.27999999
12,1,12,10,13,0.59,5.28,5.28000001,99,0.28,0.58999999,0,0.27999999
12,1,12,13,14,0.39,5.28,5.28000001,99,0.28,0.38999999,0,0.27999999
12,1,12,14,16,0.28,5.28,5.28000001,99,0.28,0.27999999,0,0.27999999
12,1,12,16,24,0.28,5.28,5.28000001,99,0.28,0.28,0,0.27999999
13,1,12,0,4,0.38,5.38,5.38000001,99,0.38,0.38,0,0.37999999
13,1,12,4,6,0.38,5.38,5.38000001,99,0.38,0.37999999,0,0.37999999
13,1,12,6,8,0.62,5.38,5.38000001,99,0.38,0.61999999,0,0.37999999
13,1,12,8,9,0.69,5.38,5.38000001,99,0.38,0.68999999,0,0.37999999
13,1,12,9,14,0.41,5.38,5.38000001,99,0.38,0.40999999,0,0.37999999
13,1,12,14,16,0.38,5.38,5.38000001,99,0.38,0.38,0,0.37999999
13,1,12,16,24,0.38,5.38,5.38000001,99,0.38,0.38,0,0.37999999
14,1,12,0,4,0.95,5.39,5.39000001,99,0.39,0.94999999,0,0.38999999
14,1,12,4,6,1.21,5.39,5.39000001,99,0.39,1.20999999,0,0.38999999
14,1,12,6,7,1.72,5.39,5.39000001,99,0.39,1.71999999,0,0.38999999
14,1,12,7,8,1.71,5.39,5.39000001,99,0.39,1.70999999,0,0.38999999
14,1,12,8,16,0.89,5.39,5.39000001,99,0.39,0.88999999,0,0.38999999
14,1,12,16,18,0.85,5.39,5.39000001,99,0.39,0.84999999,0,0.38999999
14,1,12,18,24,0.85,5.39,5.39000001,99,0.39,0.84999999,0,0.38999999
15,1,12,0,5,0.65,5.311,5.31100001,99,0.311,0.64999999,0,0.31099999
15,1,12,5,6,0.86,5.311,5.31100001,99,0.311,0.85999999,0,0.31099999
15,1,12,6,7,0.81,5.311,5.31100001,99,0.311,0.80999999,0,0.31099999
15,1,12,7,12,0.56,5.311,5.31100001,99,0.311,0.55999999,0,0.31099999
15,1,12,12,16,0.52,5.311,5.31100001,99,0.311,0.51999999,0,0.31099999
15,1,12,16,24,0.61,5.311,5.31100001,99,0.311,0.60999999,0,0.31099999
16,1,12,0,4,0.34,5.34,5.34000001,99,0.34,0.34,0,0.33999999
16,1,12,4,5,0.36,5.34,5.34000001,99,0.34,0.35999999,0,0.33999999
16,1,12,5,7,0.41,5.34,5.34000001,99,0.34,0.40999999,0,0.33999999
16,1,12,7,9,0.71,5.34,5.34000001,99,0.34,0.70999999,0,0.33999999
16,1,12,9,12,0.36,5.34,5.34000001,99,0.34,0.35999999,0,0.33999999
16,1,12,12,24,0.34,5.34,5.34000001,99,0.34,0.34,0,0.33999999
17,1,12,0,2,0.37,5.23,5.23000001,99,0.23,0.36999999,0,0.22999999
17,1,12,2,4,0.41,5.23,5.23000001,99,0.23,0.40999999,0,0.22999999
17,1,12,4,5,0.52,5.23,5.23000001,99,0.23,0.51999999,0,0.22999999
17,1,12,5,7,0.63,5.23,5.23000001,99,0.23,0.62999999,0,0.22999999
17,1,12,7,8,1.07,5.23,5.23000001,99,0.23,1.06999999,0,0.22999999
17,1,12,8,9,1.06,5.23,5.23000001,99,0.23,1.05999999,0,0.22999999
17,1,12,9,12,0.55,5.23,5.23000001,99,0.23,0.54999999,0,0.22999999
17,1,12,12,15,0.37,5.23,5.23000001,99,0.23,0.36999999,0,0.22999999
17,1,12,15,24,0.35,5.23,5.23000001,99,0.23,0.34999999,0,0.22999999
18,1,12,0,4,0.32,5.22,5.22000001,99,0.22,0.31999999,0,0.21999999
18,1,12,4,6,0.49,5.22,5.22000001,99,0.22,0.48999999,0,0.21999999
18,1,12,6,7,0.79,5.22,5.22000001,99,0.22,0.78999999,0,0.21999999
18,1,12,7,8,0.87,5.22,5.22000001,99,0.22,0.86999999,0,0.21999999
18,1,12,8,12,0.85,5.22,5.22000001,99,0.22,0.84999999,0,0.21999999
18,1,12,12,19,0.57,5.22,5.22000001,99,0.22,0.56999999,0,0.21999999
18,1,12,19,24,0.3,5.22,5.22000001,99,0.22,0.29999999,0,0.21999999
19,1,12,0,4,0.6,5.528,5.52800001,99,0.528,0.59999999,0,0.52799999
19,1,12,4,6,0.74,5.528,5.52800001,99,0.528,0.73999999,0,0.52799999
19,1,12,6,8,1.09,5.528,5.52800001,99,0.528,1.08999999,0,0.52799999
19,1,12,8,12,1.1,5.528,5.52800001,99,0.528,1.09999999,0,0.52799999
19,1,12,12,14,0.99,5.528,5.52800001,99,0.528,0.98999999,0,0.52799999
19,1,12,14,18,0.69,5.528,5.52800001,99,0.528,0.68999999,0,0.52799999
19,1,12,18,20,0.61,5.528,5.52800001,99,0.528,0.60999999,0,0.52799999
19,1,12,20,24,0.59,5.528,5.52800001,99,0.528,0.58999999,0,0.52799999
20,1,12,0,3,0.6,5.21,5.21000001,99,0.21,0.59999999,0,0.20999999
20,1,12,3,5,0.63,5.21,5.21000001,99,0.21,0.62999999,0,0.20999999
20,1,12,5,6,0.77,5.21,5.21000001,99,0.21,0.76999999,0,0.20999999
20,1,12,6,7,1.05,5.21,5.21000001,99,0.21,1.04999999,0,0.20999999
20,1,12,7,8,1.13,5.21,5.21000001,99,0.21,1.12999999,0,0.20999999
20,1,12,8,14,0.74,5.21,5.21000001,99,0.21,0.73999999,0,0.20999999
20,1,12,14,19,0.58,5.21,5.21000001,99,0.21,0.57999999,0,0.20999999
20,1,12,19,24,0.58,5.21,5.21000001,99,0.21,0.57999999,0,0.20999999
21,1,12,0,5,0.48,5.35,5.35000001,99,0.35,0.47999999,0,0.34999999
21,1,12,5,7,0.63,5.35,5.35000001,99,0.35,0.62999999,0,0.34999999
21,1,12,7,8,0.75,5.35,5.35000001,99,0.35,0.74999999,0,0.34999999
21,1,12,8,12,0.56,5.35,5.35000001,99,0.35,0.55999999,0,0.34999999
21,1,12,12,16,0.45,5.35,5.35000001,99,0.35,0.44999999,0,0.34999999
21,1,12,16,19,0.43,5.35,5.35000001,99,0.35,0.42999999,0,0.34999999
21,1,12,19,24,0.45,5.35,5.35000001,99,0.35,0.44999999,0,0.34999999
22,1,12,0,5,0.5,5.226,5.22600001,99,0.226,0.49999999,0,0.22599999
22,1,12,5,6,0.67,5.226,5.22600001,99,0.226,0.66999999,0,0.22599999
22,1,12,6,7,0.75,5.226,5.22600001,99,0.226,0.74999999,0,0.22599999
22,1,12,7,10,0.69,5.226,5.22600001,99,0.226,0.68999999,0,0.22599999
22,1,12,10,16,0.46,5.226,5.22600001,99,0.226,0.45999999,0,0.22599999
22,1,12,16,17,0.44,5.226,5.22600001,99,0.226,0.43999999,0,0.22599999
22,1,12,17,24,0.43,5.226,5.22600001,99,0.226,0.42999999,0,0.22599999
23,1,12,0,4,0.41,5.23,5.23000001,99,0.23,0.40999999,0,0.22999999
23,1,12,4,5,0.55,5.23,5.23000001,99,0.23,0.54999999,0,0.22999999
23,1,12,5,6,0.61,5.23,5.23000001,99,0.23,0.60999999,0,0.22999999
23,1,12,6,7,0.72,5.23,5.23000001,99,0.23,0.71999999,0,0.22999999
23,1,12,7,8,0.73,5.23,5.23000001,99,0.23,0.72999999,0,0.22999999
23,1,12,8,12,0.47,5.23,5.23000001,99,0.23,0.46999999,0,0.22999999
23,1,12,12,13,0.45,5.23,5.23000001,99,0.23,0.44999999,0,0.22999999
23,1,12,13,20,0.37,5.23,5.23000001,99,0.23,0.36999999,0,0.22999999
23,1,12,20,24,0.38,5.23,5.23000001,99,0.23,0.37999999,0,0.22999999
24,1,12,0,5,0.39,5.23,5.23000001,99,0.23,0.38999999,0,0.22999999
24,1,12,5,6,0.58,5.23,5.23000001,99,0.23,0.57999999,0,0.22999999
24,1,12,6,7,0.61,5.23,5.23000001,99,0.23,0.60999999,0,0.22999999
24,1,12,7,10,0.43,5.23,5.23000001,99,0.23,0.42999999,0,0.22999999
24,1,12,10,12,0.35,5.23,5.23000001,99,0.23,0.34999999,0,0.22999999
24,1,12,12,14,0.31,5.23,5.23000001,99,0.23,0.30999999,0,0.22999999
24,1,12,14,16,0.3,5.23,5.23000001,99,0.23,0.29999999,0,0.22999999
24,1,12,16,20,0.32,5.23,5.23000001,99,0.23,0.31999999,0,0.22999999
24,1,12,20,24,0.33,5.23,5.23000001,99,0.23,0.32999999,0,0.22999999
25,1,12,0,6,0.37,5.309,5.30900001,99,0.309,0.36999999,0,0.30899999
25,1,12,6,7,0.48,5.309,5.30900001,99,0.309,0.47999999,0,0.30899999
25,1,12,7,8,0.48,5.309,5.30900001,99,0.309,0.47999999,0,0.30899999
25,1,12,8,12,0.35,5.309,5.30900001,99,0.309,0.34999999,0,0.30899999
25,1,12,12,15,0.32,5.309,5.30900001,99,0.309,0.31999999,0,0.30899999
25,1,12,15,24,0.32,5.309,5.30900001,99,0.309,0.31999999,0,0.30899999
26,1,12,0,5,0.59,5.409,5.40900001,99,0.409,0.58999999,0,0.40899999
26,1,12,5,7,0.73,5.409,5.40900001,99,0.409,0.72999999,0,0.40899999
26,1,12,7,8,0.78,5.409,5.40900001,99,0.409,0.77999999,0,0.40899999
26,1,12,8,12,0.58,5.409,5.40900001,99,0.409,0.57999999,0,0.40899999
26,1,12,12,15,0.52,5.409,5.40900001,99,0.409,0.51999999,0,0.40899999
26,1,12,15,24,0.53,5.409,5.40900001,99,0.409,0.52999999,0,0.40899999
27,1,12,0,6,0.62,5.46,5.46000001,99,0.46,0.71999999,0,0.45999999
27,1,12,6,7,0.72,5.46,5.46000001,99,0.46,0.71999999,0,0.45999999
27,1,12,7,8,0.75,5.46,5.46000001,99,0.46,0.74999999,0,0.45999999
27,1,12,8,11,0.64,5.46,5.46000001,99,0.46,0.63999999,0,0.45999999
27,1,12,11,15,0.57,5.46,5.46000001,99,0.46,0.56999999,0,0.45999999
27,1,12,15,24,0.57,5.46,5.46000001,99,0.46,0.71999999,0,0.45999999
28,1,12,0,4,0.51,5.26,5.26000001,99,0.26,0.50999999,0,0.25999999
28,1,12,4,7,0.65,5.26,5.26000001,99,0.26,0.64999999,0,0.25999999
28,1,12,7,8,0.69,5.26,5.26000001,99,0.26,0.68999999,0,0.25999999
28,1,12,8,11,0.53,5.26,5.26000001,99,0.26,0.52999999,0,0.25999999
28,1,12,11,14,0.45,5.26,5.26000001,99,0.26,0.44999999,0,0.25999999
28,1,12,14,24,0.44,5.26,5.26000001,99,0.26,0.43999999,0,0.25999999
29,1,12,0,6,0.6,5.31,5.31000001,99,0.31,0.59999999,0,0.30999999
29,1,12,6,7,0.7,5.31,5.31000001,99,0.31,0.69999999,0,0.30999999
29,1,12,7,8,0.71,5.31,5.31000001,99,0.31,0.70999999,0,0.30999999
29,1,12,8,12,0.56,5.31,5.31000001,99,0.31,0.55999999,0,0.30999999
29,1,12,12,14,0.5,5.31,5.31000001,99,0.31,0.49999999,0,0.30999999
29,1,12,14,24,0.49,5.31,5.31000001,99,0.31,0.48999999,0,0.30999999
30,1,12,0,2,0.36,5.32,5.32000001,99,0.32,0.35999999,0,0.31999999
30,1,12,2,5,0.41,5.32,5.32000001,99,0.32,0.40999999,0,0.31999999
30,1,12,5,7,0.52,5.32,5.32000001,99,0.32,0.51999999,0,0.31999999
30,1,12,7,8,0.77,5.32,5.32000001,99,0.32,0.76999999,0,0.31999999
30,1,12,8,10,0.66,5.32,5.32000001,99,0.32,0.65999999,0,0.31999999
30,1,12,10,20,0.33,5.32,5.32000001,99,0.32,0.32999999,0,0.31999999
30,1,12,20,24,0.33,5.32,5.32000001,99,0.32,0.32999999,0,0.31999999
31,1,12,0,3,1.89,5.29,5.29000001,99,0.29,1.88999999,0,0.28999999
31,1,12,3,5,2.17,5.29,5.29000001,99,0.29,2.16999999,0,0.28999999
31,1,12,5,6,2.22,5.29,5.29000001,99,0.29,2.21999999,0,0.28999999
31,1,12,6,7,2.16,5.29,5.29000001,99,0.29,2.15999999,0,0.28999999
31,1,12,7,10,1.6,5.29,5.29000001,99,0.29,1.59999999,0,0.28999999
31,1,12,10,12,1.37,5.29,5.29000001,99,0.29,1.36999999,0,0.28999999
31,1,12,12,24,1.31,5.29,5.29000001,99,0.29,1.30999999,0,0.28999999
32,1,12,0,5,0.3,5.3,5.30000001,99,0.3,0.3,0,0.29999999
32,1,12,5,7,0.3,5.3,5.30000001,99,0.3,0.3,0,0.29999999
32,1,12,7,8,0.91,5.3,5.30000001,99,0.3,0.90999999,0,0.29999999
32,1,12,8,11,0.9,5.3,5.30000001,99,0.3,0.89999999,0,0.29999999
32,1,12,11,13,0.77,5.3,5.30000001,99,0.3,0.76999999,0,0.29999999
32,1,12,13,17,0.31,5.3,5.30000001,99,0.3,0.30999999,0,0.29999999
32,1,12,17,20,0.3,5.3,5.30000001,99,0.3,0.3,0,0.29999999
32,1,12,20,24,0.3,5.3,5.30000001,99,0.3,0.3,0,0.29999999
33,1,12,0,4,0.35,5.31,5.31000001,99,0.31,0.34999999,0,0.30999999
33,1,12,4,6,0.42,5.31,5.31000001,99,0.31,0.41999999,0,0.30999999
33,1,12,6,7,0.78,5.31,5.31000001,99,0.31,0.77999999,0,0.30999999
33,1,12,7,8,0.87,5.31,5.31000001,99,0.31,0.86999999,0,0.30999999
33,1,12,8,13,0.57,5.31,5.31000001,99,0.31,0.56999999,0,0.30999999
33,1,12,13,15,0.46,5.31,5.31000001,99,0.31,0.45999999,0,0.30999999
33,1,12,15,19,0.32,5.31,5.31000001,99,0.31,0.31999999,0,0.30999999
33,1,12,19,24,0.33,5.31,5.31000001,99,0.31,0.32999999,0,0.30999999
34,1,12,0,5,0.24,5.24,5.24000001,99,0.24,0.24,0,0.23999999
34,1,12,5,7,0.25,5.24,5.24000001,99,0.24,0.24999999,0,0.23999999
34,1,12,7,8,0.85,5.24,5.24000001,99,0.24,0.84999999,0,0.23999999
34,1,12,8,11,0.85,5.24,5.24000001,99,0.24,0.84999999,0,0.23999999
34,1,12,11,13,0.68,5.24,5.24000001,99,0.24,0.67999999,0,0.23999999
34,1,12,13,17,0.24,5.24,5.24000001,99,0.24,0.24,0,0.23999999
34,1,12,17,24,0.24,5.24,5.24000001,99,0.24,0.24,0,0.23999999
35,1,12,0,4,2.19,5.281,5.28100001,99,0.281,2.18999999,0,0.28099999
35,1,12,4,7,2.3,5.281,5.28100001,99,0.281,2.29999999,0,0.28099999
35,1,12,7,8,2.36,5.281,5.28100001,99,0.281,2.35999999,0,0.28099999
35,1,12,8,9,1.88,5.281,5.28100001,99,0.281,1.87999999,0,0.28099999
35,1,12,9,24,1.87,5.281,5.28100001,99,0.281,1.86999999,0,0.28099999
36,1,12,0,5,0.52,5.352,5.35200001,99,0.352,0.51999999,0,0.35199999
36,1,12,5,7,0.69,5.352,5.35200001,99,0.352,0.68999999,0,0.35199999
36,1,12,7,8,0.88,5.352,5.35200001,99,0.352,0.87999999,0,0.35199999
36,1,12,8,10,0.75,5.352,5.35200001,99,0.352,0.74999999,0,0.35199999
36,1,12,10,16,0.55,5.352,5.35200001,99,0.352,0.54999999,0,0.35199999
36,1,12,16,20,0.49,5.352,5.35200001,99,0.352,0.48999999,0,0.35199999
36,1,12,20,24,0.49,5.352,5.35200001,99,0.352,0.48999999,0,0.35199999
37,1,12,0,6,0.43,5.312,5.31200001,99,0.312,0.42999999,0,0.31199999
37,1,12,6,7,0.57,5.312,5.31200001,99,0.312,0.56999999,0,0.31199999
37,1,12,7,8,0.67,5.312,5.31200001,99,0.312,0.66999999,0,0.31199999
37,1,12,8,12,0.48,5.312,5.31200001,99,0.312,0.47999999,0,0.31199999
37,1,12,12,18,0.38,5.312,5.31200001,99,0.312,0.37999999,0,0.31199999
37,1,12,18,24,0.38,5.312,5.31200001,99,0.312,0.37999999,0,0.31199999
38,1,3,0,6,0.964,5.234,5.23400001,99,0.234,0.96399999,0,0.23399999
38,1,3,6,11,1.564,5.234,5.23400001,99,0.234,1.56399999,0,0.23399999
38,1,3,11,12,2.87,5.234,5.23400001,99,0.234,2.86999999,0,0.23399999
38,1,3,12,13,2.833,5.234,5.23400001,99,0.234,2.83299999,0,0.23399999
38,1,3,13,14,2.771,5.234,5.23400001,99,0.234,2.77099999,0,0.23399999
38,1,3,14,17,1.525,5.234,5.23400001,99,0.234,1.52499999,0,0.23399999
38,1,3,17,20,0.662,5.234,5.23400001,99,0.234,0.66199999,0,0.23399999
38,1,3,20,24,0.587,5.234,5.23400001,99,0.234,0.58699999,0,0.23399999
38,3,9,0,3,0.96,5.234,5.23400001,99,0.234,0.95999999,0,0.23399999
38,3,9,3,5,1.27,5.234,5.23400001,99,0.234,1.26999999,0,0.23399999
38,3,9,5,6,1.32,5.234,5.23400001,99,0.234,1.31999999,0,0.23399999
38,3,9,6,8,1.21,5.234,5.23400001,99,0.234,1.20999999,0,0.23399999
38,3,9,8,12,1.7,5.234,5.23400001,99,0.234,1.69999999,0,0.23399999
38,3,9,12,13,1.65,5.234,5.23400001,99,0.234,1.64999999,0,0.23399999
38,3,9,13,16,0.71,5.234,5.23400001,99,0.234,0.70999999,0,0.23399999
38,3,9,16,19,0.66,5.234,5.23400001,99,0.234,0.65999999,0,0.23399999
38,3,9,19,24,0.66,5.234,5.23400001,99,0.234,0.65999999,0,0.23399999
38,9,12,0,4,1.22,5.234,5.23400001,99,0.234,1.21999999,0,0.23399999
38,9,12,4,5,1.56,5.234,5.23400001,99,0.234,1.55999999,0,0.23399999
38,9,12,5,7,1.54,5.234,5.23400001,99,0.234,1.53999999,0,0.23399999
38,9,12,7,12,1.13,5.234,5.23400001,99,0.234,1.12999999,0,0.23399999
38,9,12,12,17,1,5.234,5.23400001,99,0.234,0.99999999,0,0.23399999
38,9,12,17,24,0.98,5.234,5.23400001,99,0.234,0.97999999,0,0.23399999
39,1,12,0,4,2.29,5.267,5.26700001,99,0.267,2.28999999,0,0.26699999
39,1,12,4,5,2.73,5.267,5.26700001,99,0.267,2.72999999,0,0.26699999
39,1,12,5,6,2.73,5.267,5.26700001,99,0.267,2.72999999,0,0.26699999
39,1,12,6,12,2.12,5.267,5.26700001,99,0.267,2.11999999,0,0.26699999
39,1,12,12,24,2.09,5.267,5.26700001,99,0.267,2.08999999,0,0.26699999
40,1,12,0,4,0.43,5.285,5.28500001,99,0.285,0.42999999,0,0.28499999
