ID,X,Y
1837,-99.240556,19.357122
1838,-99.235556,19.357122
1839,-99.230556,19.357122
1840,-99.225556,19.357122
1841,-99.220556,19.357122
1842,-99.215556,19.357122
1843,-99.210556,19.357122
1844,-99.205556,19.357122
1845,-99.200556,19.357122
1846,-99.195556,19.357122
1847,-99.190556,19.357122
1848,-99.185556,19.357122
1849,-99.180556,19.357122
1850,-99.175556,19.357122
1851,-99.170556,19.357122
1852,-99.165556,19.357122
1853,-99.160556,19.357122
1854,-99.155556,19.357122
1855,-99.150556,19.357122
1856,-99.145556,19.357122
1857,-99.140556,19.357122
1858,-99.135556,19.357122
1859,-99.130556,19.357122
1860,-99.125556,19.357122
1861,-99.120556,19.357122
1862,-99.115556,19.357122
1863,-99.110556,19.357122
1864,-99.105556,19.357122
1865,-99.100556,19.357122
1866,-99.095556,19.357122
1867,-99.090556,19.357122
1868,-99.085556,19.357122
1869,-99.080556,19.357122
1870,-99.075556,19.357122
1871,-99.070556,19.357122
1872,-99.065556,19.357122
1873,-99.060556,19.357122
1874,-99.055556,19.357122
1875,-99.050556,19.357122
1876,-99.045556,19.357122
1877,-99.040556,19.357122
1878,-99.035556,19.357122
1879,-99.030556,19.357122
1880,-99.025556,19.357122
1881,-99.020556,19.357122
1882,-99.015556,19.357122
1883,-99.010556,19.357122
1884,-99.005556,19.357122
1885,-99.000556,19.357122
1886,-98.995556,19.357122
1887,-98.990556,19.357122
1888,-99.320556,19.362122
1889,-99.315556,19.362122
1890,-99.310556,19.362122
1891,-99.305556,19.362122
1892,-99.300556,19.362122
1893,-99.295556,19.362122
1894,-99.290556,19.362122
1895,-99.285556,19.362122
1896,-99.280556,19.362122
1897,-99.275556,19.362122
1898,-99.270556,19.362122
1899,-99.265556,19.362122
1900,-99.260556,19.362122
1901,-99.255556,19.362122
1902,-99.250556,19.362122
1903,-99.245556,19.362122
1904,-99.240556,19.362122
1905,-99.235556,19.362122
1906,-99.230556,19.362122
1907,-99.225556,19.362122
1908,-99.220556,19.362122
1909,-99.215556,19.362122
1910,-99.210556,19.362122
1911,-99.205556,19.362122
1912,-99.200556,19.362122
1913,-99.195556,19.362122
1914,-99.190556,19.362122
1915,-99.185556,19.362122
1916,-99.180556,19.362122
1917,-99.175556,19.362122
1918,-99.170556,19.362122
1919,-99.165556,19.362122
1920,-99.160556,19.362122
1921,-99.155556,19.362122
1922,-99.150556,19.362122
1923,-99.145556,19.362122
1924,-99.140556,19.362122
1925,-99.135556,19.362122
1926,-99.130556,19.362122
1927,-99.125556,19.362122
1928,-99.120556,19.362122
1929,-99.115556,19.362122
1930,-99.110556,19.362122
1931,-99.105556,19.362122
1932,-99.100556,19.362122
1933,-99.095556,19.362122
1934,-99.090556,19.362122
1935,-99.085556,19.362122
1936,-99.080556,19.362122
1937,-99.075556,19.362122
1938,-99.070556,19.362122
1939,-99.065556,19.362122
1940,-99.060556,19.362122
1941,-99.055556,19.362122
1942,-99.050556,19.362122
1943,-99.045556,19.362122
1944,-99.040556,19.362122
1945,-99.035556,19.362122
1946,-99.030556,19.362122
1947,-99.025556,19.362122
1948,-99.020556,19.362122
1949,-99.015556,19.362122
1950,-99.010556,19.362122
1951,-99.005556,19.362122
1952,-99.000556,19.362122
1953,-98.995556,19.362122
1954,-98.990556,19.362122
1955,-99.315556,19.367122
1956,-99.310556,19.367122
1957,-99.305556,19.367122
1958,-99.300556,19.367122
1959,-99.295556,19.367122
1960,-99.290556,19.367122
1961,-99.285556,19.367122
1962,-99.280556,19.367122
1963,-99.275556,19.367122
1964,-99.270556,19.367122
1965,-99.265556,19.367122
1966,-99.260556,19.367122
1967,-99.255556,19.367122
1968,-99.250556,19.367122
1969,-99.245556,19.367122
1970,-99.240556,19.367122
1971,-99.235556,19.367122
1972,-99.230556,19.367122
1973,-99.225556,19.367122
1974,-99.220556,19.367122
1975,-99.215556,19.367122
1976,-99.210556,19.367122
1977,-99.205556,19.367122
1978,-99.200556,19.367122
1979,-99.195556,19.367122
1980,-99.190556,19.367122
1981,-99.185556,19.367122
1982,-99.180556,19.367122
1983,-99.175556,19.367122
1984,-99.170556,19.367122
1985,-99.165556,19.367122
1986,-99.160556,19.367122
1987,-99.155556,19.367122
1988,-99.150556,19.367122
1989,-99.145556,19.367122
1990,-99.140556,19.367122
1991,-99.135556,19.367122
1992,-99.130556,19.367122
1993,-99.125556,19.367122
1994,-99.120556,19.367122
1995,-99.115556,19.367122
1996,-99.110556,19.367122
1997,-99.105556,19.367122
1998,-99.100556,19.367122
1999,-99.095556,19.367122
2000,-99.090556,19.367122
2001,-99.085556,19.367122
2002,-99.080556,19.367122
2003,-99.075556,19.367122
2004,-99.070556,19.367122
2005,-99.065556,19.367122
2006,-99.060556,19.367122
2007,-99.055556,19.367122
2008,-99.050556,19.367122
2009,-99.045556,19.367122
2010,-99.040556,19.367122
2011,-99.035556,19.367122
2012,-99.030556,19.367122
2013,-99.025556,19.367122
2014,-99.020556,19.367122
2015,-99.015556,19.367122
2016,-99.010556,19.367122
2017,-99.005556,19.367122
2018,-99.000556,19.367122
2019,-98.995556,19.367122
2020,-98.990556,19.367122
2021,-99.305556,19.372122
2022,-99.300556,19.372122
2023,-99.295556,19.372122
2024,-99.290556,19.372122
2025,-99.285556,19.372122
2026,-99.280556,19.372122
2027,-99.275556,19.372122
2028,-99.270556,19.372122
2029,-99.265556,19.372122
2030,-99.260556,19.372122
